product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_volume_cm3,product_density_g_cm3,product_category_name_english,product_department
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,51,484,1,317,3952,0.08021253,watches_gifts,Fashion_Accessories
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39,430,1,16400,232848,0.070432213,agro_industry_and_commerce,Business_Construction
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22,1313,1,938,14674,0.06392258,health_beauty,Health_Beauty_Baby
3569d4374a919941a50f57371b1dc93d,beleza_saude,37,1168,1,2700,10416,0.259216565,health_beauty,Health_Beauty_Baby
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,39,1146,1,1750,16200,0.108024685,bed_bath_table,Home_Living
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42,671,1,3850,8352,0.460967378,garden_tools,Home_Living
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49,460,2,267,3757,0.071067322,perfumery,Health_Beauty_Baby
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59,2367,3,16200,88000,0.184090907,musical_instruments,Sports_Hobbies_Leisure
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54,381,2,1400,9234,0.151613585,bed_bath_table,Home_Living
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,50,607,1,6450,11000,0.586363583,bed_bath_table,Home_Living
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,59,1750,3,2300,22050,0.104308385,furniture_decor,Home_Living
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55,163,2,300,3600,0.08333331,computers_accessories,Electronics_Tech
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43,101,1,600,6000,0.099999983,sports_leisure,Sports_Hobbies_Leisure
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60,2497,1,3600,8000,0.449999944,health_beauty,Health_Beauty_Baby
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60,1146,6,150,15840,0.009469696,health_beauty,Health_Beauty_Baby
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57,900,4,400,704,0.568181011,sports_leisure,Sports_Hobbies_Leisure
64c8f1a52b407d92518a1f8b79240a70,telefonia,49,319,1,100,1188,0.084175013,telephony,Electronics_Tech
af16005fca813272caf59c432153949e,moveis_decoracao,55,1186,2,800,8480,0.094339612,furniture_decor,Home_Living
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58,703,6,5250,20539,0.255611264,auto,Other
d8a405c732027a2af3187b031890933d,automotivo,50,361,1,200,3640,0.05494504,auto,Other
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58,899,2,335,2244,0.149286921,watches_gifts,Fashion_Accessories
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,49,701,1,1300,7200,0.18055553,bed_bath_table,Home_Living
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,47,1405,3,150,1750,0.085714237,furniture_decor,Home_Living
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59,504,3,367,704,0.521306078,computers_accessories,Electronics_Tech
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57,276,4,250,352,0.710225255,watches_gifts,Fashion_Accessories
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46,287,1,8500,103125,0.082424242,furniture_decor,Home_Living
c18c01e09509a509e2b88d3ed40c580e,bebes,46,1039,1,2150,15750,0.136507928,baby,Health_Beauty_Baby
a41e356c76fab66334f36de622ecbd3a,unknown,,,,650,2856,0.227590957,unknown,Other
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56,663,4,150,880,0.170454352,sports_leisure,Sports_Hobbies_Leisure
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39,170,1,650,5940,0.109427591,bed_bath_table,Home_Living
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53,794,4,2700,16640,0.162259606,small_appliances,Home_Living
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,56,414,1,1200,8096,0.148221326,housewares,Home_Living
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36,312,2,6050,25300,0.239130425,furniture_living_room,Home_Living
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53,425,1,150,1056,0.14204532,sports_leisure,Sports_Hobbies_Leisure
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58,918,6,1050,5120,0.205078085,home_construction,Home_Living
b6f3b8136ba8302906df7e11ff908751,pet_shop,36,617,1,1350,4830,0.279503048,pet_shop,Other
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41,270,1,600,4104,0.146198795,housewares,Home_Living
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22,275,1,1000,9720,0.102880648,furniture_decor,Home_Living
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58,381,2,1550,11352,0.136539805,bed_bath_table,Home_Living
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58,223,1,2700,20475,0.131868125,bed_bath_table,Home_Living
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,63,1930,9,200,1045,0.191387377,telephony,Electronics_Tech
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,51,244,1,800,8512,0.093984951,luggage_accessories,Fashion_Accessories
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56,733,3,377,3510,0.107407377,perfumery,Health_Beauty_Baby
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52,1049,3,400,42570,0.009396288,sports_leisure,Sports_Hobbies_Leisure
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51,1212,1,450,1280,0.351562225,signaling_and_security,Business_Construction
f17b05cc8a7651896df8c30884200e9a,climatizacao,30,547,1,2000,26112,0.076593134,air_conditioning,Home_Living
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,53,1398,1,300,352,0.852270306,fashion_bags_accessories,Fashion_Accessories
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34,160,1,250,5096,0.049058075,furniture_decor,Home_Living
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,57,245,2,1950,13500,0.144444434,sports_leisure,Sports_Hobbies_Leisure
ac5bae85a895724330c4acddd581b02b,telefonia,50,1254,2,500,2640,0.189393868,telephony,Electronics_Tech
d8dee61c2034d6d075997acef1870e9b,unknown,,,,300,2240,0.133928512,unknown,Other
cbaff83e2c00a2b731d27276bbf52082,artes,59,1431,6,7900,73500,0.107482992,art,Sports_Hobbies_Leisure
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53,261,2,1800,12546,0.143472012,bed_bath_table,Home_Living
1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas_jardim,60,884,1,900,2553,0.352526301,garden_tools,Home_Living
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52,68,7,200,352,0.568180204,fashion_bags_accessories,Fashion_Accessories
60cf4effb6947283fa638d570bd07318,bebes,30,410,4,4500,156800,0.028698979,baby,Health_Beauty_Baby
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,48,303,3,250,2205,0.113378633,consoles_games,Electronics_Tech
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59,943,1,550,4800,0.114583309,housewares,Home_Living
65a6462e42e05ab3b8dc613566736825,malas_acessorios,49,540,4,1100,13104,0.083943828,luggage_accessories,Fashion_Accessories
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53,222,1,3600,32000,0.112499996,bed_bath_table,Home_Living
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,56,235,1,100,528,0.189393581,consoles_games,Electronics_Tech
0075c14603d80515e20908c156ceb47b,esporte_lazer,50,329,2,150,4608,0.032552076,sports_leisure,Sports_Hobbies_Leisure
5a42f73d92034010a4e00360fb0df099,esporte_lazer,55,144,1,3775,3744,1.008279645,sports_leisure,Sports_Hobbies_Leisure
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59,797,2,1400,10000,0.139999986,cool_stuff,Sports_Hobbies_Leisure
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53,439,5,900,2772,0.324675208,consoles_games,Electronics_Tech
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,60,438,2,250,4800,0.052083322,watches_gifts,Fashion_Accessories
484bf1dff778a416389aafd0dee1cb11,brinquedos,55,852,1,350,3024,0.115740702,toys,Sports_Hobbies_Leisure
56139431d72cd51f19eb9f7dae4d1617,unknown,,,,200,8000,0.024999997,unknown,Other
3cef8174403f4fdedbf24fa67fa9f132,bebes,39,805,3,1800,15552,0.115740733,baby,Health_Beauty_Baby
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52,420,2,5050,20000,0.252499987,furniture_living_room,Home_Living
8d6cb00151d423c52855385c89f0bae8,automotivo,58,386,1,27100,125000,0.216799998,auto,Other
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50,273,1,1500,19760,0.075910927,home_appliances,Home_Living
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43,572,2,500,1936,0.258264329,watches_gifts,Fashion_Accessories
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52,700,2,350,2560,0.136718697,bed_bath_table,Home_Living
fc2edee55f4118969f4dc49f7a717605,automotivo,47,1548,3,500,3264,0.153186228,auto,Other
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55,448,1,1000,8000,0.124999984,sports_leisure,Sports_Hobbies_Leisure
46b48281eb6d663ced748f324108c733,unknown,,,,18500,50430,0.366845125,unknown,Other
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,51,410,2,300,6336,0.047348477,toys,Sports_Hobbies_Leisure
50556c630443502c11acde1c320fe278,beleza_saude,59,257,1,250,640,0.39062439,health_beauty,Health_Beauty_Baby
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,51,863,1,10700,64000,0.167187497,health_beauty,Health_Beauty_Baby
722fb67c17907e21734449c091420bf5,utilidades_domesticas,29,290,1,1700,14784,0.11498917,housewares,Home_Living
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31,680,1,7700,27300,0.282051272,garden_tools,Home_Living
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,57,785,4,5200,42000,0.123809521,sports_leisure,Sports_Hobbies_Leisure
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51,244,1,125,2380,0.052520986,telephony,Electronics_Tech
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,50,2220,1,15700,94192,0.16668082,office_furniture,Business_Construction
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,53,599,2,350,1936,0.180785031,watches_gifts,Fashion_Accessories
7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte_lazer,57,649,1,213,2080,0.102403797,sports_leisure,Sports_Hobbies_Leisure
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,30,401,3,150,1936,0.077479299,fashion_bags_accessories,Fashion_Accessories
1cf39a397efa955b102a52ee7ec5531c,automotivo,35,907,3,18200,12600,1.44444433,auto,Other
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38,390,1,850,5670,0.14991179,housewares,Home_Living
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,55,918,6,1050,5120,0.205078085,home_construction,Home_Living
16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,48,382,5,200,1584,0.126262547,fashion_bags_accessories,Fashion_Accessories
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,32,42,1,300,2640,0.113636321,housewares,Home_Living
dbb399a8be7395d5b136d49fcdce13df,informatica_acessorios,47,764,1,200,2691,0.074321786,computers_accessories,Electronics_Tech
ed46d1fbd7bf78ce79910c09fb892abb,esporte_lazer,52,406,1,800,12500,0.063999995,sports_leisure,Sports_Hobbies_Leisure
d458378a178cd7cae60052319cebf235,papelaria,50,198,2,200,2352,0.085033977,stationery,Business_Construction
596363933adf57df745ecbc8afeec226,esporte_lazer,50,853,1,698,6440,0.108385076,sports_leisure,Sports_Hobbies_Leisure
4473f3e5c65952b074ef987fa5c24662,telefonia,59,776,6,350,816,0.428921043,telephony,Electronics_Tech
8c9faf6aabee9b2a30b83f92d786f6de,livros_interesse_geral,50,2913,3,1000,2040,0.490195838,books_general_interest,Sports_Hobbies_Leisure
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,53,585,1,783,7644,0.102433268,computers_accessories,Electronics_Tech
828fe032935d7c1901682e5b6cc076c2,perfumaria,48,1063,2,600,8000,0.074999991,perfumery,Health_Beauty_Baby
19502a282608c5627fb32e22724727fc,brinquedos,47,181,1,11650,49500,0.235353531,toys,Sports_Hobbies_Leisure
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,42,369,1,400,352,1.136360408,costruction_tools_tools,Other
657491063e8a63247a108a4d9cedf020,brinquedos,25,274,1,3050,16000,0.190624988,toys,Sports_Hobbies_Leisure
a388f2043ca885de714453e4fac616e2,telefonia,50,744,1,100,528,0.189393581,telephony,Electronics_Tech
4c6018f41a6c2e5543cc034e94f5ce5b,ferramentas_jardim,44,2395,1,16500,26000,0.63461536,garden_tools,Home_Living
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,59,470,2,750,11424,0.065651255,housewares,Home_Living
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39,422,1,250,2880,0.086805525,fashion_underwear_beach,Fashion_Accessories
6d14f72afff32795290f2df6507f063c,malas_acessorios,59,413,3,2300,23520,0.097789111,luggage_accessories,Fashion_Accessories
75b433ca888fe027b18dfac89a284667,eletronicos,37,374,1,1350,10296,0.131118868,electronics,Electronics_Tech
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,22,388,3,530,6800,0.077941165,housewares,Home_Living
42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,59,162,1,1300,8000,0.16249998,auto,Other
a04cf12934a318be6550b1aeab938bf2,fashion_calcados,59,605,5,4000,28728,0.139236976,fashion_shoes,Fashion_Accessories
224703229a7c966a5b191651e1561be2,esporte_lazer,52,234,4,8150,8000,1.018749873,sports_leisure,Sports_Hobbies_Leisure
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,57,272,1,2200,352,6.249982244,construction_tools_construction,Business_Construction
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,55,1029,1,1150,10000,0.114999989,health_beauty,Health_Beauty_Baby
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60,312,4,200,352,0.568180204,watches_gifts,Fashion_Accessories
55610b8b7d48294e69fc23f513dfbe98,moveis_decoracao,60,1068,3,400,5120,0.078124985,furniture_decor,Home_Living
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63,244,4,600,8004,0.074962509,furniture_decor,Home_Living
5fb61f482620cb672f5e586bb132eae9,unknown,,,,300,2940,0.102040782,unknown,Other
a5bc1334f1762ce0a844f3f694dc08e1,cama_mesa_banho,48,645,1,1200,2560,0.468749817,bed_bath_table,Home_Living
701ff123e9085dcc9c2f833efded6374,cool_stuff,50,268,5,10664,134505,0.079283297,cool_stuff,Sports_Hobbies_Leisure
73b499a2f5002c0a2158a478cc5a096c,utilidades_domesticas,43,2148,2,1800,21600,0.083333329,housewares,Home_Living
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,47,154,3,500,352,1.42045051,sports_leisure,Sports_Hobbies_Leisure
47969dd948e918289f809be899ddfb4c,papelaria,48,501,1,258,4332,0.059556773,stationery,Business_Construction
446295cf6f689d4db477145815362608,papelaria,59,209,1,1400,26048,0.053746927,stationery,Business_Construction
280c05c66173c2b377f3e449e33abc6d,brinquedos,59,640,1,400,8575,0.046647225,toys,Sports_Hobbies_Leisure
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58,655,5,1300,9000,0.144444428,air_conditioning,Home_Living
c45a1de8cdb00af9ba1f3c097561b77a,cama_mesa_banho,55,315,2,1000,7500,0.133333316,bed_bath_table,Home_Living
1b37262ebd1307a6c9aab9aca8584e76,pet_shop,52,1290,3,1300,5400,0.240740696,pet_shop,Other
04869307f7e7dc5b07f1d83406ade1e5,brinquedos,58,443,2,3305,25992,0.127154504,toys,Sports_Hobbies_Leisure
8bb6ace4cf2411747ea1cfecad5a458d,bebes,55,224,2,6000,56250,0.106666665,baby,Health_Beauty_Baby
21db47f6493b06e8e7fc562ec9890e77,informatica_acessorios,50,281,4,300,4375,0.068571413,computers_accessories,Electronics_Tech
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57,74,1,250,600,0.416665972,bed_bath_table,Home_Living
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45,1003,2,400,2178,0.183654645,perfumery,Health_Beauty_Baby
3fc3d637781e5d185455013606a6e2cd,eletronicos,32,1274,1,250,4800,0.052083322,electronics,Electronics_Tech
21d325f98c6505a72b1bcf363f3d3f88,brinquedos,57,1532,2,1250,12122,0.103118289,toys,Sports_Hobbies_Leisure
f6691c7e7a0c12d28003c97608dfe605,fashion_roupa_masculina,47,1026,2,950,9600,0.098958323,fashion_male_clothing,Fashion_Accessories
c615805546392ec3b8a20c6590c4d400,pet_shop,54,261,6,2000,17340,0.115340247,pet_shop,Other
6e9c52b407fea24064f7ab2b144fbf8c,bebes,56,1395,7,13575,253044,0.053646796,baby,Health_Beauty_Baby
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,60,537,1,667,4352,0.153262832,health_beauty,Health_Beauty_Baby
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,55,457,2,267,2244,0.118983904,watches_gifts,Fashion_Accessories
9cafef108028ea326352e901a8b729a7,cama_mesa_banho,60,609,2,1750,36000,0.04861111,bed_bath_table,Home_Living
